,Class,Class Confidence,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,84.3297119140625,Person,0,[-2.79754329  3.01155281 -2.86037517],[1.90341187 5.2281127  1.90341187],"[[434. 213.]
 [537. 213.]
 [537. 489.]
 [434. 489.]]","[[-2.278182   5.6096163 -1.554111 ]
 [-4.0177455  5.6428943 -2.325984 ]
 [-3.2454402  5.666198  -4.0655174]
 [-1.5058763  5.6329203 -3.2936447]
 [-2.3357608  0.3826947 -1.6496972]
 [-4.075324   0.4159726 -2.4215698]
 [-3.303019   0.4392765 -4.1611032]
 [-1.563455   0.4059984 -3.3892307]]",4.000999191965964,"3AA189E0
0.405482 -0.021520 0.913850 7.547932
0.026527 0.999579 0.011768 3.107132
-0.913718 0.019469 0.405882 -1.510692
0.000000 0.000000 0.000000 1.000000
"
1,Person,73.81623077392578,Person,2,[-2.10772181  3.28223944 -9.98106194],[1.78182924 5.63335276 1.78183031],"[[784. 227.]
 [860. 227.]
 [860. 476.]
 [784. 476.]]","[[ -1.626025     6.0842023   -8.761018  ]
 [ -3.2544732    6.115355    -9.483586  ]
 [ -2.5314994    6.13717    -11.112005  ]
 [ -0.90305114   6.1060176  -10.389437  ]
 [ -1.6880671    0.45213333  -8.864013  ]
 [ -3.3165138    0.48328575  -9.58658   ]
 [ -2.59354      0.5051009  -11.214999  ]
 [ -0.96509314   0.47394848 -10.492432  ]]",10.201180743839009,"3AA189E0
0.405482 -0.021520 0.913850 7.547932
0.026527 0.999579 0.011768 3.107132
-0.913718 0.019469 0.405882 -1.510692
0.000000 0.000000 0.000000 1.000000
"
2,Person,83.34052276611328,Person,1,[-4.42518377  3.41502833 -6.71957779],[1.64728594 5.80493212 1.64728582],"[[616. 225.]
 [681. 225.]
 [681. 458.]
 [616. 458.]]","[[-3.9730856   6.303718   -5.5791006 ]
 [-5.478571    6.3325186  -6.247109  ]
 [-4.8101883   6.3526864  -7.7525687 ]
 [-3.3047023   6.3238864  -7.08456   ]
 [-4.037017    0.5001084  -5.6852326 ]
 [-5.542502    0.5289084  -6.353241  ]
 [-4.8741193   0.54907596 -7.8587003 ]
 [-3.3686342   0.52027625 -7.1906915 ]]",8.045804937464398,"3AA189E0
0.405482 -0.021520 0.913850 7.547932
0.026527 0.999579 0.011768 3.107132
-0.913718 0.019469 0.405882 -1.510692
0.000000 0.000000 0.000000 1.000000
"
