,Class,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,Person,0,[-0.41278094  2.80739379 -9.84963512],[1.77880669 6.104105   1.77880681],"[[654. 126.]
 [816. 126.]
 [816. 677.]
 [654. 677.]]","[[ -0.41001332   5.8618584   -8.598203  ]
 [ -1.6678846    5.8607087   -9.855944  ]
 [ -0.41014355   5.8602185  -11.113815  ]
 [  0.84772754   5.8613677   -9.856074  ]
 [ -0.40841407  -0.24224499  -8.594225  ]
 [ -1.6662853   -0.24339445  -9.851966  ]
 [ -0.4085443   -0.2438849  -11.109838  ]
 [  0.84932715  -0.24273543  -9.852096  ]]",9.85828079255558,"1FF77120
0.707143 0.042029 0.705821 3.000000
0.001418 0.998146 -0.060856 2.833332
-0.707070 0.044035 0.705772 -4.999999
0.000000 0.000000 0.000000 1.000000
"
