,Class,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,Person,0,[-6.59225655  2.93478012 -4.45017195],[1.84125066 6.28587389 1.84124982],"[[480. 161.]
 [606. 161.]
 [606. 588.]
 [480. 588.]]","[[-6.5962815   6.0757294  -3.155322  ]
 [-7.8983264   6.0745635  -4.457197  ]
 [-6.5964503   6.0737576  -5.759243  ]
 [-5.2944055   6.074924   -4.4573674 ]
 [-6.5954094  -0.21014257 -3.150561  ]
 [-7.8974547  -0.21130905 -4.4524374 ]
 [-6.595578   -0.21211472 -5.7544827 ]
 [-5.2935333  -0.21094805 -4.4526067 ]]",7.953733508905203,"2ED472B0
0.706985 0.023187 0.706848 0.000000
-0.003893 0.999575 -0.028896 2.833333
-0.707218 0.017677 0.706775 0.000000
0.000000 0.000000 0.000000 1.000000
"
1,Person,Person,1,[-4.42176056  2.74403906 -8.3385067 ],[1.84332216 5.68428183 1.84332108],"[[757. 220.]
 [867. 220.]
 [867. 551.]
 [757. 551.]]","[[-4.4238424   5.584214   -7.037733  ]
 [-5.7273517   5.5830464  -8.341073  ]
 [-4.424011    5.5822396  -9.644583  ]
 [-3.1205013   5.583408   -8.341243  ]
 [-4.4230537  -0.10006639 -7.0334277 ]
 [-5.726564   -0.10123404 -8.336768  ]
 [-4.4232235  -0.1020405  -9.640279  ]
 [-3.119713   -0.10087285 -8.336938  ]]",9.43836110797794,"2ED472B0
0.706985 0.023187 0.706848 0.000000
-0.003893 0.999575 -0.028896 2.833333
-0.707218 0.017677 0.706775 0.000000
0.000000 0.000000 0.000000 1.000000
"
