,Class,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,Person,5,[-8.31515789  2.80949378 -5.28458118],[2.38074899 5.69206572 2.38075066],"[[ 35. 186.]
 [207. 186.]
 [207. 600.]
 [ 35. 600.]]","[[-9.513978    5.649524   -4.0961647 ]
 [-9.511286    5.64169    -6.476901  ]
 [-7.1306014   5.6590147  -6.4742656 ]
 [-7.1332936   5.666849   -4.0935297 ]
 [-9.472579   -0.04236017 -4.0773883 ]
 [-9.469885   -0.05019443 -6.4581237 ]
 [-7.0892     -0.03286919 -6.4554887 ]
 [-7.0918927  -0.02503513 -4.074753  ]]",9.852342312126966,"338C8F30
0.999981 -0.006157 -0.000716 -1.004992
0.006110 0.998545 -0.053576 2.837396
0.001044 0.053570 0.998564 2.001441
0.000000 0.000000 0.000000 1.000000
"
1,Person,Person,6,[-6.67775583  2.77604508 -9.45449924],[2.32438564 5.74954176 2.32438445],"[[341. 266.]
 [433. 266.]
 [433. 529.]
 [341. 529.]]","[[ -7.864546     5.644615    -8.300572  ]
 [ -7.861916     5.6369667  -10.624943  ]
 [ -5.537595     5.653881   -10.62237   ]
 [ -5.540223     5.6615295   -8.297999  ]
 [ -7.822727    -0.10474364  -8.281606  ]
 [ -7.820097    -0.11239211 -10.605976  ]
 [ -5.4957757   -0.09547754 -10.603403  ]
 [ -5.498404    -0.08782905  -8.279034  ]]",11.57497209191578,"338C8F30
0.999981 -0.006157 -0.000716 -1.004992
0.006110 0.998545 -0.053576 2.837396
0.001044 0.053570 0.998564 2.001441
0.000000 0.000000 0.000000 1.000000
"
2,Person,Person,7,[-2.55778217  2.64755821 -9.75081062],[1.79836261 5.64247131 1.79836214],"[[541. 275.]
 [622. 275.]
 [622. 530.]
 [541. 530.]]","[[ -3.4892297    5.4639244   -8.8508835 ]
 [ -3.4871957    5.458007   -10.649235  ]
 [ -1.6888821    5.4710937  -10.647244  ]
 [ -1.6909158    5.4770117   -8.848893  ]
 [ -3.4481895   -0.17836653  -8.83227   ]
 [ -3.4461555   -0.18428455 -10.630622  ]
 [ -1.6478422   -0.17119773 -10.628631  ]
 [ -1.6498759   -0.16528009  -8.830278  ]]",10.08070223021307,"338C8F30
0.999981 -0.006157 -0.000716 -1.004992
0.006110 0.998545 -0.053576 2.837396
0.001044 0.053570 0.998564 2.001441
0.000000 0.000000 0.000000 1.000000
"
