,Class,Class Confidence,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,92.4084243774414,Person,0,[-8.76694393  2.8445549   1.97542655],[1.70039523 5.93962431 1.70039523],"[[216. 108.]
 [365. 108.]
 [365. 655.]
 [216. 655.]]","[[-7.9056916   5.8359017   2.8432417 ]
 [-9.606087    5.8352594   2.8432941 ]
 [-9.606139    5.8353696   1.142899  ]
 [-7.905745    5.836012    1.1428465 ]
 [-7.9034476  -0.10372207  2.842857  ]
 [-9.603843   -0.10436445  2.8429096 ]
 [-9.603895   -0.10425436  1.1425141 ]
 [-7.9035     -0.10361197  1.1424614 ]]",8.986746684556907,"169DF410
0.001183 0.047369 0.998877 -2.999981
0.025659 0.998547 -0.047384 2.832788
-0.999670 0.025687 -0.000034 -2.000673
0.000000 0.000000 0.000000 1.000000
"
1,Person,88.1852035522461,Person,1,[-11.77328205   2.82853627  -1.67649674],[1.74552488 5.80951643 1.74552453],"[[579. 216.]
 [681. 216.]
 [681. 567.]
 [579. 567.]]","[[-10.906524     5.756254    -0.79447794]
 [-12.652048     5.7555947   -0.794424  ]
 [-12.652103     5.7557073   -2.5399485 ]
 [-10.906578     5.756367    -2.5400028 ]
 [-10.904328    -0.05326188  -0.7948546 ]
 [-12.649854    -0.05392148  -0.79480034]
 [-12.649908    -0.05380845  -2.540325  ]
 [-10.904383    -0.05314885  -2.540379  ]]",11.89204825030571,"169DF410
0.001183 0.047369 0.998877 -2.999981
0.025659 0.998547 -0.047384 2.832788
-0.999670 0.025687 -0.000034 -2.000673
0.000000 0.000000 0.000000 1.000000
"
2,Person,90.47285461425781,Person,4,[-14.11868      2.9193809    1.89943612],[1.75237679 5.55873346 1.75237668],"[[426. 248.]
 [510. 248.]
 [510. 514.]
 [426. 514.]]","[[-13.243523     5.721469     2.7754598 ]
 [-14.995899     5.7208066    2.7755146 ]
 [-14.9959545    5.7209206    1.0231373 ]
 [-13.243577     5.7215824    1.023083  ]
 [-13.241422     0.16273594   2.7751    ]
 [-14.9938       0.162074     2.7751544 ]
 [-14.9938545    0.16218741   1.0227773 ]
 [-13.241478     0.16284956   1.0227228 ]]",14.245875982564668,"169DF410
0.001183 0.047369 0.998877 -2.999981
0.025659 0.998547 -0.047384 2.832788
-0.999670 0.025687 -0.000034 -2.000673
0.000000 0.000000 0.000000 1.000000
"
3,Person,86.92306518554688,Person,5,[-14.15917969   2.7058866   -3.82670379],[1.92975998 5.54840183 1.9297601 ],"[[695. 266.]
 [787. 266.]
 [787. 530.]
 [695. 530.]]","[[-13.195328     5.505107    -2.8581166 ]
 [-15.125088     5.5043774   -2.8580568 ]
 [-15.125148     5.504503    -4.787816  ]
 [-13.195389     5.5052323   -4.7878766 ]
 [-13.193233    -0.04329433  -2.8584762 ]
 [-15.122992    -0.04402355  -2.858416  ]
 [-15.123052    -0.04389839  -4.788176  ]
 [-13.193292    -0.04316898  -4.7882357 ]]",14.667175300486612,"169DF410
0.001183 0.047369 0.998877 -2.999981
0.025659 0.998547 -0.047384 2.832788
-0.999670 0.025687 -0.000034 -2.000673
0.000000 0.000000 0.000000 1.000000
"
