,Class,Class Confidence,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,90.16339111328125,Person,0,[-0.81555003  1.35625446 -2.74210691],[2.63604236 2.89603853 2.63604426],"[[288. 155.]
 [800. 155.]
 [800. 717.]
 [288. 717.]]","[[-2.1541553   2.8182507  -1.4352617 ]
 [-2.131699    2.818574   -4.0712104 ]
 [ 0.50423735  2.811109   -4.048755  ]
 [ 0.48178107  2.810786   -1.4128065 ]
 [-2.1623533  -0.07777644 -1.4356865 ]
 [-2.1398969  -0.07745339 -4.071635  ]
 [ 0.49603954 -0.08491844 -4.0491796 ]
 [ 0.47358328 -0.08524139 -1.4132313 ]]",2.860816698237562,"F912EF0
0.999946 -0.005288 -0.008873 -0.132706
0.003724 0.985809 -0.167831 1.263891
0.009635 0.167789 0.985776 -0.011383
0.000000 0.000000 0.000000 1.000000
"
1,Person,75.44068145751953,Person,1,[ 2.15576363  1.20412445 -3.31791639],[2.09173989 2.33406591 2.09174109],"[[ 814.  280.]
 [1149.  280.]
 [1149.  654.]
 [ 814.  654.]]","[[ 1.1467634   2.3794525  -2.28046   ]
 [ 1.1645827   2.379709   -4.372125  ]
 [ 3.2562387   2.3737855  -4.3543067 ]
 [ 3.238419    2.3735292  -2.2626412 ]
 [ 1.1401565   0.04539575 -2.2808018 ]
 [ 1.1579757   0.04565202 -4.372467  ]
 [ 3.2496314   0.03972871 -4.3546486 ]
 [ 3.2318122   0.03947224 -2.2629833 ]]",3.9567519513366367,"F912EF0
0.999946 -0.005288 -0.008873 -0.132706
0.003724 0.985809 -0.167831 1.263891
0.009635 0.167789 0.985776 -0.011383
0.000000 0.000000 0.000000 1.000000
"
