,Class,Class Confidence,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,88.64041900634766,Person,0,[-13.68052864   2.85271311   3.12001228],[1.64196682 5.92078638 1.64196873],"[[600. 153.]
 [702. 153.]
 [702. 629.]
 [600. 629.]]","[[-12.871489     5.8330045    3.9416413 ]
 [-14.513453     5.829199     3.9426973 ]
 [-14.51451      5.829932     2.3007312 ]
 [-12.872547     5.833739     2.299675  ]
 [-12.857767    -0.08776511   3.9389853 ]
 [-14.49973     -0.09157058   3.9400418 ]
 [-14.500788    -0.09083647   2.2980754 ]
 [-12.858826    -0.08703081   2.2970192 ]]",14.031797480665155,"1DD0D410
0.000430 0.048376 0.998829 -6.999980
0.022640 0.998573 -0.048373 2.833209
-0.999744 0.022634 -0.000665 3.000988
0.000000 0.000000 0.000000 1.000000
"
1,Person,85.08509063720703,Person,1,[-16.58435822   2.79648733  -0.58150321],[1.64087546 5.5091486  1.64087582],"[[808. 244.]
 [894. 244.]
 [894. 551.]
 [808. 551.]]","[[-15.770353     5.5710907    0.24191333]
 [-17.411224     5.5672884    0.24296893]
 [-17.412283     5.568022    -1.3979061 ]
 [-15.771411     5.5718246   -1.3989617 ]
 [-15.757586     0.06195715   0.23944212]
 [-17.398457     0.05815384   0.24049772]
 [-17.399513     0.05888775  -1.400377  ]
 [-15.758643     0.06269048  -1.4014326 ]]",16.594549810119677,"1DD0D410
0.000430 0.048376 0.998829 -6.999980
0.022640 0.998573 -0.048373 2.833209
-0.999744 0.022634 -0.000665 3.000988
0.000000 0.000000 0.000000 1.000000
"
2,Person,83.32896423339844,Person,2,[-19.07809067   2.74564004  -2.87244177],[1.64261675 5.55047321 1.64261723],"[[878. 273.]
 [945. 273.]
 [945. 526.]
 [878. 526.]]","[[-1.8266388e+01  5.5410714e+00 -2.0509758e+00]
 [-1.9909000e+01  5.5372643e+00 -2.0499191e+00]
 [-1.9910059e+01  5.5379987e+00 -3.6925347e+00]
 [-1.8267445e+01  5.5418062e+00 -3.6935921e+00]
 [-1.8253525e+01 -9.3863634e-03 -2.0534656e+00]
 [-1.9896135e+01 -1.3193395e-02 -2.0524085e+00]
 [-1.9897196e+01 -1.2458897e-02 -3.6950235e+00]
 [-1.8254583e+01 -8.6518656e-03 -3.6960812e+00]]",19.29311963473467,"1DD0D410
0.000430 0.048376 0.998829 -6.999980
0.022640 0.998573 -0.048373 2.833209
-0.999744 0.022634 -0.000665 3.000988
0.000000 0.000000 0.000000 1.000000
"
