,Class,Class Confidence,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,85.25701904296875,Person,0,[ 5.04594421  3.94369912 -3.13099599],[2.02622461 5.81107521 2.02622437],"[[ 928.  137.]
 [1080.  137.]
 [1080.  572.]
 [ 928.  572.]]","[[ 5.7820144  6.859727  -1.8878648]
 [ 3.8198767  6.8665557 -2.3933885]
 [ 4.325431   6.8768034 -4.355504 ]
 [ 6.2875686  6.8699756 -3.84998  ]
 [ 5.770384   1.0487589 -1.9212126]
 [ 3.808246   1.0555875 -2.4267366]
 [ 4.3138     1.0658357 -4.388852 ]
 [ 6.275938   1.0590073 -3.8833282]]",5.938407942506847,"30440640
0.249258 -0.015438 0.968314 10.736371
0.023927 0.999666 0.009779 3.765772
-0.968141 0.020731 0.249545 3.194129
0.000000 0.000000 0.000000 1.000000
"
1,Person,62.481468200683594,Person,1,[-3.44867563  4.23344851  6.75193644],[2.28358603 5.20051908 2.28358579],"[[316. 226.]
 [411. 226.]
 [411. 441.]
 [316. 441.]]","[[-2.6225443  6.8455963  8.157176 ]
 [-4.8339033  6.853292   7.5874434]
 [-4.2641363  6.864842   5.376109 ]
 [-2.052777   6.857147   5.9458423]
 [-2.6329525  1.6451735  8.127332 ]
 [-4.8443117  1.652869   7.557599 ]
 [-4.2745442  1.6644192  5.346265 ]
 [-2.063186   1.6567237  5.915998 ]]",7.581689076305178,"30440640
0.249258 -0.015438 0.968314 10.736371
0.023927 0.999666 0.009779 3.765772
-0.968141 0.020731 0.249545 3.194129
0.000000 0.000000 0.000000 1.000000
"
2,Person,77.83256530761719,Person,2,[-5.20741987  3.86921787 -0.10018177],[1.64051354 5.54045773 1.64051366],"[[602. 266.]
 [653. 266.]
 [653. 447.]
 [602. 447.]]","[[-4.611871    6.6479497   0.913516  ]
 [-6.200497    6.6534777   0.50422287]
 [-5.7911806   6.6617756  -1.0843848 ]
 [-4.2025523   6.6562467  -0.6750917 ]
 [-4.622959    1.107594    0.88172114]
 [-6.211586    1.1131227   0.47242805]
 [-5.8022695   1.1214204  -1.1161798 ]
 [-4.213641    1.1158917  -0.7068867 ]]",5.208383445222456,"30440640
0.249258 -0.015438 0.968314 10.736371
0.023927 0.999666 0.009779 3.765772
-0.968141 0.020731 0.249545 3.194129
0.000000 0.000000 0.000000 1.000000
"
3,Person,80.8648452758789,Person,3,[-5.62870264  3.7335887  -8.96832943],[1.64046657 5.03087664 1.6404655 ],"[[846. 296.]
 [891. 296.]
 [891. 437.]
 [846. 437.]]","[[-5.033768   6.257532  -7.9557824]
 [-6.622348   6.2630606 -8.365064 ]
 [-6.2130423  6.271358  -9.953626 ]
 [-4.6244626  6.2658296 -9.544345 ]
 [-5.043837   1.2267486 -7.984654 ]
 [-6.6324167  1.232277  -8.393935 ]
 [-6.223111   1.2405744 -9.982496 ]
 [-4.6345315  1.2350459 -9.5732155]]",10.588353326832854,"30440640
0.249258 -0.015438 0.968314 10.736371
0.023927 0.999666 0.009779 3.765772
-0.968141 0.020731 0.249545 3.194129
0.000000 0.000000 0.000000 1.000000
"
4,Person,62.48735809326172,Person,4,[-7.8828516   3.78099704 -3.18072224],[1.64041376 5.23330545 1.64041364],"[[672. 290.]
 [716. 290.]
 [716. 432.]
 [672. 432.]]","[[-7.2879944  6.406171  -2.1666143]
 [-8.876524   6.4116993 -2.575882 ]
 [-8.467231   6.419996  -4.164394 ]
 [-6.8787026  6.414468  -3.7551258]
 [-7.298468   1.1729624 -2.1966462]
 [-8.886998   1.1784905 -2.6059144]
 [-8.477706   1.1867876 -4.194426 ]
 [-6.8891764  1.1812595 -3.7851589]]",8.500373127365416,"30440640
0.249258 -0.015438 0.968314 10.736371
0.023927 0.999666 0.009779 3.765772
-0.968141 0.020731 0.249545 3.194129
0.000000 0.000000 0.000000 1.000000
"
