,Class,Label,Id,Object_Position,Object_Dimensions,2D_Bounding_Box,3D_Bounding_Box,Distance_From_Camera,Camera_Position
0,Person,Person,0,[-1.0590564   2.85562491 -9.43577194],[1.63998151 5.48450661 1.63998449],"[[1138.    0.]
 [1277.    0.]
 [1277.  712.]
 [1138.  712.]]","[[ -0.23706615   5.5752897   -8.613164  ]
 [ -1.8770499    5.573775    -8.613158  ]
 [ -1.8770558    5.5728555  -10.2531395 ]
 [ -0.23707183   5.574371   -10.253145  ]
 [ -0.23199819   0.09078582  -8.61009   ]
 [ -1.871982     0.08927048  -8.610084  ]
 [ -1.8719878    0.08835118 -10.250065  ]
 [ -0.23200406   0.08986672 -10.2500725 ]]",9.495019357804692,"340D95C0
-0.000335 0.011566 0.999934 3.000001
-0.029188 0.999507 -0.011571 2.833332
-0.999574 -0.029190 0.000003 -5.000000
0.000000 0.000000 0.000000 1.000000
"
1,Person,Person,1,[-2.82410526  2.7988286  -6.66656971],[1.93310916 5.82661629 1.93311131],"[[712. 106.]
 [885. 106.]
 [885. 637.]
 [712. 637.]]","[[-1.8590915   5.6864595  -5.698967  ]
 [-3.792202    5.684673   -5.6989594 ]
 [-3.7922082   5.6835895  -7.632068  ]
 [-1.8590982   5.6853757  -7.632076  ]
 [-1.8537076  -0.14015286 -5.6957006 ]
 [-3.786817   -0.14193904 -5.695693  ]
 [-3.786825   -0.1430228  -7.6288013 ]
 [-1.8537142  -0.14123662 -7.6288095 ]]",7.240077501688458,"340D95C0
-0.000335 0.011566 0.999934 3.000001
-0.029188 0.999507 -0.011571 2.833332
-0.999574 -0.029190 0.000003 -5.000000
0.000000 0.000000 0.000000 1.000000
"
2,Person,Person,2,[-6.223423    2.84733677 -9.5088625 ],[1.64145112 5.66537046 1.64145541],"[[861. 201.]
 [945. 201.]
 [945. 529.]
 [861. 529.]]","[[-5.4120765e+00  5.6583052e+00 -8.7059488e+00]
 [-7.0535312e+00  5.6567883e+00 -8.7059412e+00]
 [-7.0535369e+00  5.6558681e+00 -1.0347393e+01]
 [-5.4120827e+00  5.6573849e+00 -1.0347400e+01]
 [-5.4068418e+00 -7.0618214e-03 -8.7027712e+00]
 [-7.0482960e+00 -8.5789235e-03 -8.7027655e+00]
 [-7.0483012e+00 -9.4990022e-03 -1.0344217e+01]
 [-5.4068475e+00 -7.9820948e-03 -1.0344223e+01]]",11.36439438973491,"340D95C0
-0.000335 0.011566 0.999934 3.000001
-0.029188 0.999507 -0.011571 2.833332
-0.999574 -0.029190 0.000003 -5.000000
0.000000 0.000000 0.000000 1.000000
"
3,Person,Person,3,[-6.84315157  2.9852252  -3.74064922],[1.94367516 6.15198469 1.94367731],"[[524. 201.]
 [628. 201.]
 [628. 534.]
 [524. 534.]]","[[-5.8704414   6.034507   -2.757861  ]
 [-7.814118    6.032711   -2.757853  ]
 [-7.8141255   6.0316215  -4.701528  ]
 [-5.8704486   6.033417   -4.7015357 ]
 [-5.864757   -0.11747474 -2.7544122 ]
 [-7.8084335  -0.11927051 -2.7544043 ]
 [-7.8084397  -0.12036013 -4.698079  ]
 [-5.8647637  -0.11856417 -4.6980867 ]]",7.798793497285605,"340D95C0
-0.000335 0.011566 0.999934 3.000001
-0.029188 0.999507 -0.011571 2.833332
-0.999574 -0.029190 0.000003 -5.000000
0.000000 0.000000 0.000000 1.000000
"
4,Person,Person,5,[-9.973526    2.8499167  -5.70537615],[1.75507045 6.21561718 1.75507236],"[[662. 244.]
 [733. 244.]
 [733. 499.]
 [662. 499.]]","[[ -9.098837     5.934589    -4.8535438 ]
 [-10.853909     5.932967    -4.8535366 ]
 [-10.853915     5.931984    -6.608607  ]
 [ -9.098843     5.933605    -6.608614  ]
 [ -9.093093    -0.2810244   -4.8500595 ]
 [-10.8481655   -0.28264612  -4.8500524 ]
 [-10.848172    -0.28362992  -6.605123  ]
 [ -9.0931      -0.2820084   -6.6051292 ]]",11.490106086754702,"340D95C0
-0.000335 0.011566 0.999934 3.000001
-0.029188 0.999507 -0.011571 2.833332
-0.999574 -0.029190 0.000003 -5.000000
0.000000 0.000000 0.000000 1.000000
"
